Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
1431,0.235294118,0.75,0.388581117,0.55299728,1,1.0,0.666666667,0.333333333,1,0.0,0.0,0.590909091,0.6,1,0.75,1.0,0.444444444,0.5,0.007352941,0.032786885,0.0,0,1.0,1.0,0.0,0.0,0.666666667,1.0,1.0,0.75,1.0,0.75,0.833333333,0.0,0.666666667,0.0,0.339990711,0.119803601,1.0,1.0,1,1.0,0.297966326,0.58974359,0.0,0.603247629,0.0,0.0,0.666666667,0.5,0.5,0.333333333,0.333333333,0.416666667,1.0,0.333333333,0.8,1.0,0.009345794,1.0,0.5,0.262341326,0.666666667,1.0,1.0,0.116686114,0.073126143,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.0,0.666666667,0.75,12.16597955,0,0,0
811,0.0,0.75,0.485692615,0.402027371,1,1.0,0.0,0.333333333,1,0.0,0.0,0.545454545,0.4,1,0.75,0.6,0.555555556,0.625,0.235294118,0.131147541,1.0,0,0.6,0.6,0.666666667,0.061875,0.333333333,1.0,0.5,0.5,0.75,0.25,0.666666667,0.11746988,0.333333333,0.255766621,0.0,0.170212766,1.0,0.25,1,1.0,0.516893706,0.0,0.0,0.483179642,0.333333333,0.0,0.333333333,0.5,0.375,0.333333333,0.666666667,0.25,1.0,0.333333333,0.4,0.8,0.299065421,0.666666667,0.5,0.341325811,0.666666667,1.0,1.0,0.309218203,0.0,0.0,0.0,0.0,0.87804878,1,1.0,1.0,0.0,0.0,0.0,0.666666667,0.75,12.10625231,0,0,0
478,0.235294118,0.75,0.595717281,0.460820186,1,1.0,0.0,0.333333333,1,0.0,0.0,0.954545455,0.4,1,0.75,1.0,0.222222222,0.5,0.007352941,0.032786885,1.0,0,1.0,1.0,0.666666667,0.4825,1.0,1.0,1.0,0.75,0.75,0.75,0.833333333,0.0,0.666666667,0.0,1.0,0.352373159,1.0,1.0,1,1.0,0.690141218,0.306623932,0.0,0.731742682,0.0,0.0,0.666666667,0.5,0.375,0.333333333,1.0,0.583333333,1.0,0.333333333,0.8,1.0,0.009345794,1.0,0.75,0.489421721,0.666666667,1.0,1.0,0.483080513,0.153564899,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.181818182,0.25,0.666666667,0.75,12.84792653,0,0,0
875,0.176470588,0.25,0.335613777,0.28997551,1,1.0,0.0,0.333333333,1,0.0,0.0,0.227272727,0.0,1,0.75,0.2,0.444444444,0.625,0.5,0.983606557,0.0,0,0.1,0.1,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.313980492,0.110638298,1.0,1.0,1,1.0,0.266815224,0.243055556,0.0,0.431475046,0.0,0.0,0.333333333,0.5,0.375,0.333333333,0.333333333,0.25,1.0,0.0,0.2,0.4,0.635514019,0.333333333,0.25,0.141043724,0.666666667,1.0,1.0,0.03033839,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.636363636,0.75,0.666666667,0.25,11.10495723,0,0,0
506,0.411764706,0.25,0.388581117,0.345491282,1,0.0,0.0,0.333333333,1,0.0,0.0,0.227272727,0.0,1,0.25,1.0,0.444444444,0.5,0.419117647,0.950819672,1.0,0,0.1,0.1,0.666666667,0.225,0.333333333,1.0,0.5,0.5,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.445889457,0.157119476,1.0,0.75,1,1.0,0.399547017,0.534188034,0.0,0.625981904,0.0,0.0,0.666666667,0.0,0.5,0.666666667,0.333333333,0.666666667,1.0,0.0,0.2,0.4,0.53271028,0.333333333,0.5,0.282087447,0.666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.75,0.0,0.75,11.73206099,0,0,0
1419,0.0,0.75,0.450888743,0.383072193,1,1.0,0.0,0.333333333,1,0.0,0.0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.5,0.330882353,0.754098361,0.0,0,0.6,0.6,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.333333333,0.004429483,0.5,0.591587517,0.114723641,0.187234043,1.0,0.5,1,1.0,0.465906398,0.0,0.0,0.43551795,0.333333333,0.0,0.333333333,0.5,0.375,0.333333333,0.333333333,0.333333333,1.0,0.0,0.2,0.4,0.429906542,0.333333333,0.25,0.236953456,0.666666667,1.0,1.0,0.0,0.160877514,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.636363636,0.5,0.0,0.75,11.72803684,0,0,0
635,0.411764706,0.75,0.412469402,0.328910873,1,1.0,0.0,0.333333333,1,0.0,0.0,0.227272727,0.4,1,0.25,0.0,0.555555556,0.5,0.220588235,0.508196721,0.0,0,0.7,0.7,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,1.0,0.187101347,0.666666667,0.0,0.0,0.172831424,1.0,0.75,1,1.0,0.435615568,0.0,0.0,0.40720282,0.666666667,0.0,0.0,0.0,0.0,0.666666667,0.333333333,0.166666667,1.0,0.0,0.2,0.4,0.280373832,0.333333333,0.5,0.406205924,0.666666667,1.0,1.0,0.308051342,0.1023766,0.0,0.0,0.0,0.0,0,1.0,0.5,0.038709677,0.454545455,1.0,0.666666667,0.75,11.87756858,0,0,0
1338,0.058823529,0.25,0.735066673,0.2256626,1,0.0,0.333333333,0.0,1,0.5,0.5,0.227272727,0.2,1,0.75,0.6,0.333333333,0.375,0.477941176,0.93442623,0.0,0,0.1,0.1,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.321876451,0.113420622,0.0,0.25,0,0.666666667,0.276214344,0.0,0.0,0.258198439,0.0,0.0,0.333333333,0.0,0.25,0.333333333,0.0,0.166666667,1.0,0.0,0.2,0.0,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036563071,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.181818182,0.0,0.666666667,0.75,10.86856845,0,0,1
753,0.0,0.75,0.490407837,0.383751472,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.681818182,0.4,1,0.75,0.6,0.555555556,0.5,0.066176471,0.163934426,0.0,0,1.0,1.0,0.0,0.0,0.333333333,0.666666667,1.0,0.75,0.75,1.0,1.0,0.212615167,0.666666667,0.0,0.129586623,0.242062193,1.0,1.0,1,1.0,0.566920173,0.0,0.0,0.529943165,0.333333333,0.0,0.666666667,0.0,0.375,0.333333333,0.666666667,0.333333333,1.0,0.0,0.2,0.8,0.08411215,0.666666667,0.5,0.406205924,0.666666667,1.0,1.0,0.196032672,0.049360146,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.0,0.666666667,0.75,12.28765263,0,0,0
1406,0.588235294,0.25,0.273780385,0.212084808,1,1.0,0.333333333,1.0,1,0.0,0.5,0.727272727,0.4,1,1.0,0.6,0.444444444,0.5,0.029411765,0.06557377,1.0,0,0.9,0.9,1.0,0.10875,0.666666667,1.0,1.0,1.0,0.75,1.0,1.0,0.243267186,0.666666667,0.0,0.102647469,0.260883797,1.0,1.0,1,1.0,0.603586965,0.0,0.0,0.564218389,0.333333333,0.5,0.666666667,0.0,0.25,0.333333333,0.666666667,0.25,1.0,0.333333333,0.8,0.8,0.037383178,1.0,0.5,0.339915374,0.666666667,1.0,1.0,0.149358226,0.096892139,0.0,0.0,0.322916667,0.0,0,0.75,1.0,0.0,0.0,0.5,0.666666667,0.75,12.52452638,0,0,0
195,0.0,0.75,0.388581117,0.334468017,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.681818182,0.4,1,0.75,0.6,0.444444444,0.75,0.264705882,0.606557377,1.0,0,0.6,0.6,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.75,0.666666667,0.069099929,0.666666667,0.0,0.220157919,0.141407529,1.0,0.5,1,1.0,0.359675084,0.0,0.0,0.336215505,0.0,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.25,1.0,0.0,0.2,0.4,0.177570093,0.333333333,0.25,0.248236953,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.5,0.666666667,0.75,11.75194237,0,0,0
241,0.0,1.0,0.471175462,0.378685467,1,1.0,0.0,0.333333333,1,0.0,0.0,0.818181818,0.4,1,0.75,0.6,0.444444444,0.5,0.014705882,0.049180328,0.0,0,1.0,1.0,1.0,0.0225,0.666666667,1.0,1.0,0.75,0.75,0.75,1.0,0.190999291,0.666666667,0.0,0.226660474,0.256301146,1.0,1.0,1,1.0,0.584732089,0.0,0.0,0.54659331,0.333333333,0.0,0.666666667,0.0,0.375,0.333333333,0.666666667,0.416666667,1.0,0.0,0.2,0.8,0.018691589,0.666666667,0.5,0.528913963,0.666666667,1.0,1.0,0.168028005,0.307129799,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.272727273,1.0,0.666666667,0.75,12.47800636,0,0,0
1277,0.235294118,0.75,0.388581117,0.449689625,1,1.0,0.333333333,0.333333333,1,1.0,0.0,0.545454545,0.4,1,0.75,1.0,0.555555556,0.625,0.272058824,0.62295082,0.0,0,0.6,0.7,0.0,0.0,0.333333333,1.0,0.5,0.5,1.0,0.25,0.333333333,0.105067328,0.666666667,0.0,0.060380864,0.118330606,1.0,0.5,1,1.0,0.298481552,0.352564103,0.0,0.505689101,0.0,0.5,0.333333333,0.5,0.375,0.333333333,0.333333333,0.333333333,1.0,0.333333333,0.6,0.8,0.345794393,0.333333333,0.5,0.350493653,0.666666667,1.0,1.0,0.343057176,0.212065814,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,1.0,0.75,0.666666667,0.75,11.99535161,1,0,0
730,0.058823529,0.25,0.335613777,0.307005135,1,0.0,0.0,0.333333333,1,0.0,0.0,0.0,0.4,1,0.75,0.2,0.333333333,0.5,0.617647059,0.983606557,0.0,0,0.3,0.2,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.333333333,0.026931254,0.666666667,0.0,0.29168602,0.127659574,1.0,0.5,1,0.666666667,0.352601357,0.0,0.629370629,0.454774419,0.0,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.25,1.0,0.0,0.2,0.4,0.439252336,0.333333333,0.5,0.380112835,0.666666667,1.0,1.0,0.0,0.042047532,0.202898551,0.0,0.0,0.0,0,0.75,1.0,0.0,0.0,0.75,0.666666667,0.75,11.54248427,0,0,0
1398,0.294117647,0.25,0.328426367,0.303204681,1,1.0,0.0,0.333333333,1,0.0,0.0,0.181818182,0.4,1,0.75,1.0,0.444444444,0.875,0.639705882,0.06557377,0.0,0,0.3,0.2,0.0,0.0,0.333333333,1.0,0.25,0.5,0.75,0.5,0.833333333,0.0,0.666666667,0.0,0.436135625,0.153682488,1.0,1.0,1,1.0,0.391176902,0.306623932,0.0,0.534413631,0.0,0.0,0.333333333,0.5,0.5,0.333333333,0.333333333,0.5,1.0,0.0,0.2,0.4,0.691588785,0.333333333,0.25,0.126939351,0.333333333,0.333333333,0.0,0.028004667,0.0,0.27173913,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.25,0.666666667,0.75,11.8313792,0,0,0
1256,0.176470588,0.25,0.335613777,0.307005135,1,1.0,0.0,0.333333333,1,0.0,0.0,0.181818182,0.4,1,0.75,0.2,0.555555556,0.625,0.558823529,0.950819672,0.0,0,0.1,0.1,0.0,0.0,0.333333333,1.0,0.25,0.5,0.5,0.25,0.5,0.075301205,0.666666667,0.0,0.213190896,0.144680851,1.0,0.5,1,0.666666667,0.39915261,0.217948718,0.0,0.498516511,0.0,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.333333333,0.8,0.4,0.271028037,0.333333333,0.25,0.394922426,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0,0.75,1.0,0.0,0.909090909,0.25,0.666666667,0.75,11.75587164,0,0,0
50,0.0,0.75,0.423859223,0.349217397,1,1.0,0.0,0.333333333,1,0.0,0.0,0.272727273,0.4,1,0.75,0.6,0.444444444,0.75,0.301470588,0.68852459,0.0,0,0.6,0.6,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.333333333,0.13518781,0.666666667,0.0,0.089177891,0.156301146,1.0,1.0,1,1.0,0.397570859,0.0,0.0,0.371639553,0.333333333,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.0,0.2,0.8,0.38317757,0.333333333,0.25,0.272214386,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,1.0,0.0,0.0,0.25,0.666666667,0.75,11.75194237,0,0,0
999,0.058823529,0.25,0.388581117,0.395072519,1,1.0,0.0,0.333333333,1,0.0,0.0,0.0,0.4,1,0.75,0.6,0.222222222,0.375,0.617647059,0.93442623,1.0,0,0.1,0.1,0.0,0.0,0.333333333,1.0,0.25,0.5,0.5,0.25,0.833333333,0.0,0.666666667,0.0,0.467719461,0.164811784,1.0,0.25,0,1.0,0.44306738,0.0,0.0,0.414168592,0.0,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.333333333,0.8,0.4,0.785046729,0.333333333,0.25,0.14809591,0.666666667,0.333333333,0.5,0.0,0.182815356,0.086956522,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.0,0.666666667,0.75,11.41861479,0,0,0
412,1.0,0.75,0.577658092,0.642526585,1,1.0,0.0,0.0,1,0.0,0.0,0.590909091,0.4,1,0.0,0.6,0.444444444,0.5,0.375,0.852459016,1.0,0,0.1,0.1,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.5,0.166666667,0.187101347,0.666666667,0.0,0.0,0.172831424,1.0,0.5,0,1.0,0.435615568,0.0,0.0,0.40720282,0.333333333,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.25,1.0,0.0,0.2,0.8,0.476635514,1.0,0.5,0.403385049,0.666666667,1.0,1.0,0.308051342,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.0,0.0,0.666666667,0.75,11.88448902,0,0,0
1247,0.235294118,1.0,0.418208121,0.358667735,1,1.0,0.0,0.333333333,1,0.0,0.0,0.818181818,0.4,1,0.75,1.0,0.333333333,0.5,0.007352941,0.016393443,0.0,0,1.0,1.0,0.0,0.0,0.666666667,1.0,1.0,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.351137947,0.123731588,1.0,1.0,1,1.0,0.309142351,0.425747863,0.0,0.543644429,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.666666667,0.333333333,1.0,0.0,0.2,0.8,0.009345794,0.666666667,0.5,0.43370945,0.666666667,1.0,1.0,0.0,0.08226691,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.181818182,0.0,1.0,1.0,12.13618652,0,0,0
777,0.0,0.75,0.521832514,0.421661377,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.681818182,0.4,1,0.75,0.6,0.333333333,0.5,0.007352941,0.016393443,0.0,0,1.0,1.0,0.666666667,0.15,0.666666667,1.0,1.0,0.75,0.75,0.75,1.0,0.003543586,0.666666667,0.0,0.740362285,0.264157119,1.0,1.0,1,1.0,0.59615736,0.0,0.0,0.557273375,0.0,0.0,0.666666667,0.0,0.375,0.333333333,0.666666667,0.416666667,1.0,0.0,0.2,0.8,0.009345794,0.666666667,0.75,0.610014104,0.666666667,1.0,1.0,0.168028005,0.10786106,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.0,1.0,1.0,12.30817787,0,0,0
582,0.0,0.75,0.570180263,0.446147688,1,1.0,0.0,0.333333333,1,0.0,0.0,0.954545455,0.4,1,0.75,0.6,0.444444444,0.5,0.007352941,0.016393443,1.0,0,1.0,1.0,0.666666667,0.19125,1.0,1.0,1.0,1.0,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.948444032,0.334206219,1.0,1.0,1,1.0,0.685170239,0.0,0.0,0.640480446,0.0,0.0,0.666666667,0.5,0.375,0.333333333,1.0,0.5,1.0,0.333333333,0.8,0.8,0.0,0.666666667,0.75,0.980253879,0.666666667,1.0,1.0,0.0,0.164533821,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.636363636,0.75,1.0,1.0,12.4423022,0,0,0
694,0.058823529,0.75,0.388581117,0.278708099,1,1.0,0.0,0.333333333,1,0.5,1.0,0.227272727,0.4,1,0.75,0.6,0.444444444,0.625,0.625,0.639344262,0.0,0,0.3,0.2,0.0,0.0,0.333333333,1.0,0.25,0.5,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.498374361,0.175613748,1.0,1.0,1,1.0,0.441659254,0.0,0.0,0.41285231,0.0,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.166666667,1.0,0.0,0.2,0.4,0.355140187,0.333333333,0.25,0.229901269,0.666666667,1.0,1.0,0.0,0.0,0.202898551,0.0,0.0,0.0,0,0.75,1.0,0.0,1.0,0.0,0.666666667,0.25,11.5943211,0,0,0
78,0.176470588,0.25,0.321096624,0.370582604,1,1.0,0.0,0.333333333,1,0.0,0.0,0.181818182,0.4,1,0.75,0.2,0.444444444,0.5,0.441176471,0.131147541,0.0,0,0.1,0.1,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.333333333,0.059532247,0.833333333,0.027815468,0.137018114,0.109983633,1.0,0.5,1,1.0,0.441306402,0.113782051,0.0,0.476633575,0.333333333,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.333333333,0.75,0.0,0.2,0.4,0.560747664,0.333333333,0.25,0.169252468,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,1.0,0.0,0.0,0.5,0.666666667,0.75,11.75194237,0,0,0
1382,0.0,0.75,0.388581117,0.449523128,1,1.0,0.333333333,0.333333333,1,0.5,0.0,0.363636364,0.4,1,0.75,0.6,0.555555556,0.75,0.279411765,0.639344262,0.0,0,0.8,0.7,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.5,0.333333333,0.153260099,0.666666667,0.0,0.157919183,0.197217676,1.0,1.0,1,1.0,0.698820433,0.0,0.0,0.653240315,0.0,0.0,0.666666667,0.5,0.5,0.333333333,0.333333333,0.416666667,1.0,0.666666667,0.8,0.8,0.355140187,1.0,0.5,0.38787024,0.666666667,1.0,1.0,0.0,0.07678245,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.5,0.666666667,0.75,12.3779229,1,0,0
529,0.058823529,0.75,0.376032798,0.38080509,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.136363636,0.4,1,0.75,0.6,0.333333333,0.75,0.639705882,0.098360656,0.0,0,0.1,0.1,0.0,0.0,0.333333333,1.0,0.25,0.5,0.75,0.5,0.666666667,0.061658398,0.666666667,0.0,0.083604273,0.086415712,1.0,1.0,1,1.0,0.224822511,0.0,0.0,0.210158606,0.333333333,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.25,1.0,0.0,0.2,0.0,0.018691589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260869565,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.25,0.666666667,0.75,11.36210258,0,0,1
45,0.0,0.75,0.445638443,0.354283097,1,1.0,0.0,0.333333333,1,0.0,0.0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.625,0.345588235,0.786885246,0.0,0,0.8,0.1,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.666666667,0.031715096,0.166666667,0.343283582,0.215977706,0.188216039,1.0,1.0,1,0.666666667,0.467886002,0.0,0.0,0.437368435,0.333333333,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.0,0.2,0.8,0.439252336,0.666666667,0.25,0.211565585,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.0,0.666666667,0.75,11.85651517,0,0,0
1196,0.235294118,0.75,0.328426367,0.356341491,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.590909091,0.4,1,0.75,1.0,0.555555556,0.5,0.022058824,0.06557377,0.0,0,1.0,1.0,0.0,0.0,0.333333333,1.0,1.0,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.338132838,0.119148936,1.0,1.0,1,1.0,0.294860152,0.388888889,0.0,0.520829095,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.666666667,0.5,1.0,0.0,0.2,0.8,0.028037383,1.0,0.5,0.282087447,0.666666667,1.0,1.0,0.116686114,0.043875686,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.5,0.666666667,0.75,12.07823927,0,0,0
981,0.382352941,0.75,0.388581117,0.436969545,1,1.0,0.333333333,0.333333333,1,0.5,0.0,0.363636364,0.4,1,0.75,0.0,0.333333333,1.0,0.345588235,0.032786885,0.0,0,0.9,0.9,1.0,0.13125,1.0,1.0,0.5,0.5,0.75,0.75,0.666666667,0.153614458,0.666666667,0.0,0.03576405,0.154500818,1.0,0.75,1,1.0,0.414616799,0.0,0.0,0.387573682,0.333333333,0.0,0.333333333,0.0,0.375,0.333333333,1.0,0.333333333,1.0,0.0,0.2,0.8,0.439252336,0.666666667,0.5,0.414668547,0.666666667,1.0,1.0,0.168028005,0.138939671,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.5,0.666666667,0.75,12.0917835,1,0,0
994,0.235294118,0.75,0.434908997,0.375307544,1,1.0,0.0,0.333333333,1,0.0,0.0,0.681818182,0.4,1,0.75,1.0,0.555555556,0.5,0.007352941,0.016393443,0.0,0,1.0,1.0,0.0,0.0,0.333333333,1.0,1.0,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.348351138,0.122749591,1.0,1.0,1,1.0,0.30612693,0.400641026,0.0,0.531361004,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.666666667,0.333333333,1.0,0.0,0.2,0.8,0.009345794,0.666666667,0.5,0.3977433,0.666666667,1.0,1.0,0.0,0.063985375,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.636363636,0.0,1.0,1.0,12.0662357,0,0,0
301,1.0,0.75,0.538659955,0.488211908,1,1.0,0.0,0.333333333,1,0.5,0.0,0.727272727,0.4,1,0.0,0.6,0.444444444,0.5,0.389705882,0.885245902,1.0,0,0.3,0.2,0.666666667,0.035,0.333333333,1.0,0.5,0.5,0.75,0.5,0.333333333,0.149007796,0.666666667,0.0,0.150487692,0.190671031,1.0,0.5,1,1.0,0.524620024,0.0,0.0,0.490402016,0.333333333,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.25,1.0,0.666666667,0.8,0.8,0.495327103,0.333333333,0.25,0.264456982,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.454545455,0.0,0.666666667,0.75,11.96400108,0,0,0
1402,0.235294118,0.75,0.400717941,0.340771206,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.590909091,0.4,1,0.75,1.0,0.555555556,0.5,0.029411765,0.081967213,0.0,0,1.0,1.0,0.0,0.0,0.333333333,1.0,1.0,0.5,0.75,0.25,1.0,0.134479093,0.666666667,0.0,0.037157455,0.137315876,1.0,1.0,1,1.0,0.359675084,0.389423077,0.0,0.552640471,0.333333333,0.0,0.666666667,0.5,0.375,0.333333333,0.333333333,0.5,1.0,0.333333333,0.6,0.8,0.037383178,1.0,0.5,0.28067701,0.666666667,1.0,1.0,0.116686114,0.137111517,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.272727273,0.5,0.666666667,0.75,12.17044547,0,0,0
1059,0.235294118,0.75,0.56254824,0.423364939,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.954545455,0.4,1,0.75,1.0,0.222222222,0.5,0.007352941,0.032786885,0.0,0,1.0,1.0,1.0,0.09625,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.16583983,0.666666667,0.0,0.078030655,0.180687398,1.0,1.0,1,1.0,0.46124665,0.563034188,0.0,0.66426249,0.333333333,0.0,0.666666667,0.5,0.375,0.333333333,1.0,0.666666667,1.0,0.333333333,0.8,0.8,0.009345794,1.0,0.75,0.589562764,0.666666667,1.0,1.0,0.0,0.186471664,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.75,0.666666667,0.75,12.72188581,0,0,0
277,0.0,0.75,0.671911352,0.382902004,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.409090909,0.4,1,0.75,0.6,0.333333333,0.5,0.051470588,0.131147541,0.0,0,1.0,1.0,0.0,0.0,0.666666667,1.0,1.0,1.0,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.724570367,0.255319149,1.0,1.0,1,1.0,0.583279368,0.0,0.0,0.545235342,0.0,0.0,0.666666667,0.0,0.375,0.333333333,0.666666667,0.416666667,1.0,0.0,0.2,0.8,0.065420561,1.0,0.5,0.404090268,0.666666667,1.0,1.0,0.116686114,0.274223035,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.272727273,1.0,0.666666667,0.75,12.21106019,0,0,0
468,0.294117647,0.75,0.490407837,0.388854882,1,1.0,0.0,0.333333333,1,0.0,0.0,0.363636364,0.0,1,0.75,1.0,0.444444444,0.75,0.477941176,0.213114754,0.0,0,0.3,0.2,1.0,0.14,0.333333333,1.0,0.5,0.5,0.75,0.25,0.5,0.068391212,0.666666667,0.0,0.158848119,0.119148936,1.0,1.0,1,1.0,0.37004377,0.403846154,0.0,0.563788297,0.0,0.0,0.333333333,0.5,0.375,0.333333333,0.666666667,0.416666667,1.0,0.666666667,0.8,0.8,0.607476636,0.333333333,0.25,0.220028209,0.666666667,1.0,1.0,0.196032672,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.454545455,0.25,0.666666667,0.75,11.89478071,0,0,0
490,0.941176471,0.25,0.0,0.031370664,1,1.0,0.0,0.333333333,1,0.0,0.0,0.045454545,0.4,1,0.5,0.0,0.333333333,0.875,0.286764706,0.131147541,0.0,0,0.9,0.9,0.0,0.0,0.333333333,0.666666667,0.5,0.75,0.75,0.75,1.0,0.091247342,0.666666667,0.0,0.053413841,0.103109656,1.0,0.5,1,1.0,0.240145793,0.0,0.0,0.224482437,0.333333333,0.0,0.333333333,0.0,0.125,0.333333333,0.666666667,0.083333333,1.0,0.0,0.2,0.8,0.364485981,0.333333333,0.25,0.201692525,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.75,0.666666667,0.75,11.36210258,0,0,0
